id,gender,ocp_cd,age,income,kp_txn_count,kp_txn_amt,cd_ex,cc_month_mean,kp_month_mean
26321,2,3.0,3,11000,34.0,1528.571428571429,1228.5714285714287,2866.6666666666665,3566.6666666666665
26322,1,3.0,4,44000,76.0,5904.0,897.7272727272727,6583.333333333333,24600.0
26323,1,9.0,3,28000,36.0,14350.0,1110.8695652173913,8516.666666666666,28700.0
26324,1,3.0,3,33000,26.0,5146.666666666667,1864.516129032258,9633.333333333334,12866.666666666666
26325,2,3.0,4,14000,29.0,1215.3846153846155,1666.666666666667,5000.0,2633.3333333333335
26326,1,9.0,4,18000,226.0,28370.0,3100.0,4133.333333333333,94566.66666666667
26327,2,3.0,3,23000,54.0,5685.0,3000.0,3000.0,18950.0
26328,2,9.0,4,42000,3.0,7866.666666666668,4500.0,9000.0,7866.666666666667
26329,2,9.0,3,22000,24.0,5387.5,1244.4444444444443,7466.666666666667,14366.666666666666
26330,1,9.0,4,15000,51.0,8784.615384615385,1944.5454545454545,6846.666666666666,22840.0
26331,2,9.0,4,87000,274.0,23912.0,4170.604395604395,26875.0,99633.33333333333
26332,1,3.0,3,43000,50.0,9184.210526315792,2678.125,10736.666666666668,29083.333333333332
26333,1,3.0,4,39000,21.0,11484.615384615383,1850.0,4933.333333333333,24883.333333333332
26334,1,3.0,5,22000,13.0,1462.5,2450.0,4900.0,1950.0
26335,1,3.0,4,12000,0.0,0.0,4000.0,8000.0,0.0
26336,2,3.0,3,51000,0.0,0.0,952.9411764705884,11433.333333333332,0.0
26337,2,9.0,3,22000,71.0,7926.08695652174,216.66666666666663,650.0,30383.333333333332
26338,2,9.0,3,41000,0.0,0.0,500.0,1000.0,0.0
26339,1,9.0,5,114000,0.0,0.0,3518.75,10710.0,0.0
26340,2,3.0,5,43000,1.0,600.0,0.0,0.0,600.0
26341,2,3.0,4,32000,0.0,0.0,3500.0,4666.666666666667,0.0
26342,2,4.0,6,21000,24.0,5380.0,5813.333333333334,35416.666666666664,13450.0
26343,2,9.0,3,24000,0.0,0.0,0.0,0.0,0.0
26344,2,3.0,3,118000,46.0,34166.666666666664,3545.0,23633.333333333332,119583.33333333333
26345,1,3.0,3,31000,101.0,11500.0,1344.1558441558439,17250.0,42166.666666666664
26346,2,3.0,4,57000,85.0,18573.91304347826,0.0,0.0,71200.0
26347,2,2.0,3,22000,31.0,11320.0,2016.1290322580649,10416.666666666666,22640.0
26348,1,9.0,6,183000,32.0,37170.58823529412,2440.0,4066.6666666666665,105316.66666666667
26349,2,9.0,5,21000,70.0,7042.857142857143,2385.416666666667,10708.333333333334,24650.0
26350,2,9.0,2,25000,0.0,0.0,9000.0,9000.0,0.0
26351,1,9.0,4,111000,43.0,29793.75,3250.0,3250.0,79450.0
26352,2,3.0,4,162000,0.0,0.0,0.0,0.0,0.0
26353,2,3.0,3,18000,0.0,0.0,2576.4705882352937,8760.0,0.0
26354,2,3.0,4,33000,42.0,2990.476190476191,0.0,0.0,10466.666666666666
26355,2,9.0,3,17000,104.0,10695.454545454546,1654.5454545454545,9100.0,39216.666666666664
26356,2,3.0,3,60000,96.0,36886.95652173913,0.0,0.0,141400.0
26357,1,3.0,6,451000,13.0,25809.090909090908,1100.0,2200.0,94633.33333333333
26358,1,9.0,4,21000,188.0,15288.0,1102.1739130434785,8450.0,63700.0
26359,2,3.0,4,17000,125.0,148287.5,7306.6017316017305,53233.33333333333,593150.0
26360,2,3.0,3,25000,4.0,3550.0,0.0,0.0,4733.333333333333
26361,2,2.0,4,104000,15.0,3658.333333333334,4308.302325581395,79880.0,7316.666666666667
26362,2,4.0,4,15000,10.0,11114.285714285714,4333.333333333333,8666.666666666666,19450.0
26363,1,9.0,4,31000,17.0,5261.538461538462,2025.0,2025.0,11400.0
26364,2,9.0,4,28000,56.0,13160.0,3833.333333333334,11500.0,43866.666666666664
26365,1,9.0,4,82000,49.0,35155.555555555555,1796.25,23950.0,105466.66666666667
26366,1,3.0,5,144000,73.0,31239.130434782608,3497.1070395371257,77690.0,119750.0
26367,2,3.0,3,21000,29.0,6277.777777777777,440.9090909090909,3233.3333333333335,14125.0
26368,2,9.0,4,34000,84.0,12280.0,1361.5384615384614,7080.0,51166.666666666664
26369,1,3.0,4,292000,30.0,10558.823529411764,4650.0,7750.0,29916.666666666668
26370,1,9.0,5,24000,0.0,0.0,2335.5158730158732,34533.33333333333,0.0
26371,2,3.0,4,38000,63.0,4343.478260869565,0.0,0.0,16650.0
26372,1,9.0,4,34000,50.0,22331.578947368416,2174.0,18116.666666666668,70716.66666666667
26373,2,9.0,3,32000,67.0,8540.0,1931.25,6180.0,28466.666666666668
26374,1,3.0,6,22000,36.0,10844.444444444445,0.0,0.0,32533.333333333332
26375,2,3.0,3,15000,85.0,3861.904761904762,1300.0,1300.0,13516.666666666666
26376,2,9.0,3,15000,135.0,24282.60869565217,340.90909090909093,3750.0,93083.33333333333
26377,1,3.0,3,29000,125.0,5624.0,600.0,600.0,23433.333333333332
26378,1,9.0,6,89000,63.0,16263.636363636364,16500.0,33000.0,59633.333333333336
26379,2,7.0,4,28000,59.0,14075.0,2736.538461538461,22383.333333333332,46916.666666666664
26380,1,4.0,3,64000,27.0,6320.0,4228.985507246377,48633.333333333336,21066.666666666668
26381,1,3.0,3,18000,39.0,3787.5,1620.0,2025.0,10100.0
26382,2,3.0,3,12000,0.0,0.0,614.2857142857142,1720.0,0.0
26383,1,7.0,6,35000,0.0,0.0,600.0,1500.0,0.0
26384,2,3.0,2,21000,36.0,2933.333333333333,566.6666666666666,1700.0,8800.0
26385,2,3.0,2,13000,52.0,6485.714285714284,9000.0,9000.0,15133.333333333334
26386,1,3.0,3,16000,2.0,2050.0,0.0,0.0,2050.0
26387,1,3.0,4,36000,26.0,21136.36363636364,1400.0,3733.3333333333335,46500.0
26388,2,9.0,5,29000,58.0,37089.473684210534,22966.66666666667,34450.0,117450.0
26389,1,9.0,3,23000,30.0,8412.5,612.5,4900.0,22433.333333333332
26390,2,3.0,4,61000,15.0,21833.33333333333,0.0,0.0,49125.0
26391,2,3.0,4,33000,61.0,8686.363636363636,0.0,0.0,31850.0
26392,2,3.0,3,37000,155.0,24384.0,4762.9629629629635,21433.333333333332,101600.0
26393,2,4.0,4,136000,0.0,0.0,6089.36170212766,95400.0,0.0
26394,1,3.0,4,489000,46.0,81218.18181818182,450.0,1350.0,297800.0
26395,1,3.0,4,38000,104.0,10685.714285714286,1083.5294117647059,16900.0,37400.0
26396,2,3.0,4,15000,36.0,2971.4285714285716,562.5,2700.0,6933.333333333333
26397,2,9.0,4,22000,0.0,0.0,3788.888888888889,11366.666666666666,0.0
26398,1,9.0,5,21000,24.0,1733.333333333333,2000.0,2000.0,4333.333333333333
26399,1,3.0,3,47000,0.0,0.0,3207.9861111111113,23883.333333333332,0.0
26400,2,3.0,3,29000,0.0,0.0,316.6666666666667,950.0,0.0
26401,1,9.0,4,54000,20.0,7792.3076923076915,358.33333333333326,716.6666666666666,16883.333333333332
26402,1,9.0,3,23000,27.0,4090.909090909091,0.0,0.0,9000.0
26403,1,3.0,5,356000,0.0,0.0,1671.2962962962963,30083.333333333332,0.0
26404,2,3.0,3,42000,55.0,8594.736842105263,0.0,0.0,27216.666666666668
26405,1,3.0,3,72000,123.0,26988.0,1428.0,11900.0,112450.0
26406,1,9.0,3,49000,17.0,9414.285714285714,0.0,0.0,13180.0
26407,1,3.0,5,49000,0.0,0.0,10000.0,10000.0,0.0
26408,1,3.0,4,29000,46.0,8580.0,1208.3333333333333,4833.333333333333,28600.0
26409,1,9.0,4,45000,53.0,19517.647058823528,0.0,0.0,55300.0
26410,1,12.0,3,15000,0.0,0.0,1050.0,2100.0,0.0
26411,2,4.0,5,39000,25.0,16523.076923076922,1936.842105263158,12266.666666666666,35800.0
26412,2,1.0,4,16000,131.0,17733.333333333332,9000.0,18000.0,70933.33333333333
26413,2,3.0,5,155000,12.0,22560.0,894.2307692307692,7750.0,56400.0
26414,1,3.0,5,56000,75.0,11166.666666666664,8620.0,21550.0,44666.666666666664
26415,1,3.0,3,47000,54.0,8971.42857142857,547.7678571428571,19166.666666666664,31400.0
26416,1,3.0,2,53000,58.0,8726.315789473685,9040.0,45200.0,27633.333333333332
26417,2,3.0,3,22000,167.0,7441.666666666668,1843.75,7375.0,29766.666666666668
26418,2,4.0,6,27000,0.0,0.0,0.0,0.0,0.0
26419,2,3.0,5,61000,44.0,45961.53846153847,2190.0,35200.0,119500.0
26420,1,3.0,5,44000,132.0,34260.0,1762.5,4700.0,142750.0
26421,1,9.0,6,21000,0.0,0.0,0.0,0.0,0.0
26422,2,9.0,3,23000,76.0,7466.666666666668,1767.7419354838707,9133.333333333334,29866.666666666668
26423,1,9.0,5,24000,0.0,0.0,10666.666666666666,32000.0,0.0
26424,1,9.0,4,93000,58.0,18294.736842105263,1122.0588235294117,12716.666666666666,69520.0
26425,2,3.0,3,23000,61.0,9321.052631578948,12000.0,12000.0,29516.666666666668
26426,1,9.0,3,25000,32.0,1673.333333333333,0.0,0.0,5020.0
26427,2,3.0,4,18000,42.0,1188.888888888889,0.0,0.0,3566.6666666666665
26428,1,3.0,3,11000,0.0,0.0,8000.0,8000.0,0.0
26429,1,9.0,5,83000,0.0,0.0,5650.0,22600.0,0.0
26430,2,3.0,4,102000,25.0,15256.25,0.0,0.0,48820.0
26431,1,13.0,3,126000,40.0,10585.0,36700.0,36700.0,35283.333333333336
26432,2,3.0,3,16000,54.0,13084.210526315792,625.0,2500.0,41433.333333333336
26433,2,13.0,3,70000,84.0,21087.5,6350.0,14816.666666666666,84350.0
26434,1,3.0,3,21000,41.0,3870.0,0.0,0.0,12900.0
26435,2,3.0,5,11000,0.0,0.0,7000.0,7000.0,0.0
26436,2,3.0,4,17000,353.0,10984.0,366.66666666666674,1833.3333333333333,45766.666666666664
26437,1,3.0,2,27000,76.0,13878.260869565218,15350.0,15350.0,53200.0
26438,1,9.0,5,31000,0.0,0.0,2333.333333333333,3500.0,0.0
26439,1,3.0,5,68000,139.0,51283.33333333334,5875.0,5875.0,205133.33333333334
26440,2,3.0,4,22000,34.0,11640.0,2252.9411764705883,6383.333333333333,29100.0
26441,1,3.0,4,17000,126.0,18904.0,1420.0,1420.0,78766.66666666667
26442,1,7.0,3,24000,52.0,7410.526315789472,491.1764705882353,8350.0,23466.666666666668
26443,1,3.0,3,27000,0.0,0.0,681.8181818181819,7500.0,0.0
26444,1,9.0,5,30000,0.0,0.0,3371.4285714285716,5900.0,0.0
26445,2,9.0,4,22000,94.0,3570.5882352941176,1000.0,2000.0,15175.0
26446,2,3.0,4,11000,0.0,0.0,1466.666666666667,4400.0,0.0
26447,2,9.0,5,30000,39.0,6272.222222222223,0.0,0.0,18816.666666666668
26448,2,9.0,5,18000,0.0,0.0,0.0,0.0,0.0
26449,1,3.0,5,182000,8.0,3233.333333333333,940.0,3133.3333333333335,6466.666666666667
26450,1,3.0,5,23000,17.0,3936.363636363637,2554.761904761905,12460.0,7216.666666666667
26451,2,9.0,4,32000,26.0,261.53846153846155,4250.0,8500.0,566.6666666666666
26452,2,5.0,3,46000,103.0,10952.173913043478,0.0,0.0,41983.333333333336
26453,2,13.0,4,53000,0.0,0.0,1125.0,1500.0,0.0
26454,2,3.0,5,28000,11.0,6400.0,2550.0,15300.0,16000.0
26455,2,3.0,4,29000,64.0,6938.095238095239,0.0,0.0,24283.333333333332
26456,1,3.0,5,14000,0.0,0.0,4500.0,4500.0,0.0
26457,2,9.0,4,20000,43.0,6000.0,1042.4242424242425,6880.0,15000.0
26458,1,13.0,3,18000,0.0,0.0,1318.75,7033.333333333333,0.0
26459,1,3.0,4,98000,0.0,0.0,996.6666666666665,4983.333333333333,0.0
26460,1,9.0,4,46000,10.0,3410.0,1174.4791666666665,7016.666666666667,6820.0
26461,1,9.0,5,70000,0.0,0.0,4690.909090909091,25800.0,0.0
26462,1,9.0,4,29000,0.0,0.0,960.7142857142856,4483.333333333333,0.0
26463,1,9.0,4,37000,43.0,4187.5,1083.3333333333333,7583.333333333333,13400.0
26464,2,9.0,4,72000,57.0,22708.33333333333,2243.75,5983.333333333333,90833.33333333333
26465,1,9.0,4,27000,0.0,0.0,4150.0,10375.0,0.0
26466,1,9.0,3,24000,0.0,0.0,0.0,0.0,0.0
26467,2,7.0,4,20000,0.0,0.0,659.375,3516.6666666666665,0.0
26468,2,9.0,4,30000,0.0,0.0,3575.0,4766.666666666667,0.0
26469,2,3.0,3,72000,112.0,27760.0,16300.0,32600.0,115666.66666666667
26470,2,3.0,3,83000,43.0,3652.941176470588,928.5714285714287,1300.0,10350.0
26471,2,9.0,3,27000,30.0,5750.0,1567.5,10450.0,17250.0
26472,2,3.0,3,21000,99.0,7304.166666666668,0.0,0.0,29216.666666666668
26473,2,3.0,4,41000,52.0,12135.294117647061,1604.7619047619046,23183.333333333332,34383.333333333336
26474,2,9.0,4,40000,67.0,19559.090909090908,5275.0,7033.333333333333,71716.66666666667
26475,1,3.0,3,89000,98.0,26784.0,1907.575757575757,20983.333333333332,111600.0
26476,2,9.0,3,18000,20.0,5188.88888888889,1475.0,2950.0,11675.0
26477,1,9.0,3,24000,43.0,18970.0,1020.8333333333335,8166.666666666667,63233.333333333336
26478,2,1.0,5,30000,89.0,30081.818181818184,4575.0,18300.0,110300.0
26479,1,3.0,3,86000,58.0,4033.333333333334,3000.0,9000.0,14116.666666666666
26480,2,7.0,6,69000,0.0,0.0,1933.333333333333,7733.333333333333,0.0
26481,1,3.0,2,20000,87.0,8580.952380952382,0.0,0.0,30033.333333333332
26482,1,3.0,4,20000,0.0,0.0,533.3333333333334,1800.0,0.0
26483,2,3.0,3,204000,143.0,53480.0,0.0,0.0,222833.33333333334
26484,1,1.0,3,10000,40.0,15110.526315789473,1848.2758620689654,8933.333333333334,47850.0
26485,2,3.0,4,46000,0.0,0.0,0.0,0.0,0.0
26486,1,9.0,3,35000,24.0,6200.0,148.96373056994818,9583.333333333334,15500.0
26487,1,3.0,4,55000,209.0,59704.0,2391.2162162162163,30130.0,248766.66666666666
26488,1,3.0,3,59000,57.0,9747.619047619048,2021.428571428572,11646.666666666668,34116.666666666664
26489,2,3.0,3,12000,0.0,0.0,3500.0,3500.0,0.0
26490,2,3.0,3,18000,0.0,0.0,9450.0,18900.0,0.0
26491,2,3.0,3,39000,48.0,17305.88235294118,1166.6666666666667,1166.6666666666667,49033.333333333336
26492,2,9.0,4,88000,49.0,24572.727272727272,0.0,0.0,90100.0
26493,2,3.0,4,56000,12.0,46080.0,1677.4621212121212,21850.0,115200.0
26494,2,3.0,3,25000,36.0,6257.142857142857,5936.363636363636,13060.0,17520.0
26495,1,3.0,5,146000,21.0,76833.33333333331,4650.0,9300.0,153666.66666666666
26496,1,3.0,3,22000,95.0,9709.09090909091,282.5,1250.0,35600.0
26497,1,9.0,5,229000,0.0,0.0,682.4074074074074,12283.333333333334,0.0
26498,1,9.0,4,258000,0.0,0.0,2486.428571428572,50716.666666666664,0.0
26499,1,9.0,5,53000,40.0,11723.076923076924,1971.607142857143,14800.0,50800.0
26500,2,3.0,4,74000,190.0,58883.33333333334,2202.8571428571427,12850.0,235533.33333333334
26501,2,1.0,3,13000,32.0,2211.1111111111113,367.5925925925926,6616.666666666667,6633.333333333333
26502,1,3.0,4,69000,40.0,10617.64705882353,1333.3333333333333,22666.666666666668,30083.333333333332
26503,2,9.0,3,23000,82.0,1773.9130434782608,2000.0,4000.0,6800.0
26504,2,3.0,4,71000,67.0,39995.0,505.8823529411765,1433.3333333333333,133316.66666666666
26505,1,0.0,3,28000,126.0,23740.0,2196.8493425005013,106333.33333333333,98916.66666666667
26506,1,3.0,6,134000,49.0,34550.0,0.0,0.0,115166.66666666667
26507,1,3.0,4,34000,119.0,15552.0,0.0,0.0,64800.0
26508,2,4.0,5,41000,0.0,0.0,22186.666666666664,113383.33333333333,0.0
26509,1,9.0,3,21000,21.0,8730.76923076923,38000.0,38000.0,18916.666666666668
26510,2,9.0,4,30000,26.0,3866.666666666666,1485.1851851851852,8020.0,11600.0
26511,2,9.0,3,62000,75.0,8645.0,517.3913043478261,1983.3333333333333,28816.666666666668
26512,1,2.0,4,75000,10.0,14444.444444444443,0.0,0.0,32500.0
26513,1,9.0,5,14000,0.0,0.0,0.0,0.0,0.0
26514,1,9.0,4,82000,44.0,24947.368421052633,8700.0,13050.0,79000.0
26515,1,9.0,3,16000,86.0,11554.545454545454,4000.0,4000.0,42366.666666666664
26516,1,3.0,3,182000,47.0,34628.57142857143,3322.222222222222,7475.0,121200.0
26517,2,3.0,3,23000,115.0,12004.545454545454,875.0,1750.0,44016.666666666664
26518,2,3.0,3,10000,0.0,0.0,0.0,0.0,0.0
26519,2,9.0,6,37000,0.0,0.0,0.0,0.0,0.0
26520,2,3.0,4,31000,167.0,19945.83333333333,2192.8571428571427,7675.0,79783.33333333333
26521,2,3.0,3,28000,63.0,5356.521739130435,2382.3529411764707,8100.0,20533.333333333332
26522,2,9.0,3,35000,95.0,18389.473684210527,2250.0,6750.0,58233.333333333336
26523,1,9.0,3,24000,63.0,6522.727272727273,721.2962962962962,12983.333333333334,23916.666666666668
26524,2,3.0,3,20000,55.0,10163.636363636364,453.8461538461538,3933.3333333333335,37266.666666666664
26525,2,3.0,3,190000,52.0,26109.090909090908,786.9517543859648,10075.0,95733.33333333333
26526,2,9.0,3,55000,139.0,16612.5,2320.0,15608.333333333334,66450.0
26527,1,9.0,4,43000,0.0,0.0,0.0,0.0,0.0
26528,1,3.0,3,124000,9.0,2962.5,2653.333333333333,6633.333333333333,3950.0
26529,2,3.0,4,21000,76.0,7285.0,2580.0,2580.0,24283.333333333332
26530,2,3.0,5,26000,1.0,800.0,0.0,0.0,800.0
26531,1,9.0,4,43000,0.0,0.0,1338.888888888889,4016.6666666666665,0.0
26532,1,3.0,4,124000,78.0,24444.0,0.0,0.0,101850.0
26533,1,3.0,5,311000,0.0,0.0,4772.846889952153,48383.33333333333,0.0
26534,2,3.0,4,19000,145.0,24908.0,2000.0,2000.0,103783.33333333333
26535,2,9.0,4,82000,276.0,17448.0,2373.333333333333,7920.0,72700.0
26536,1,3.0,5,54000,35.0,9911.764705882353,2552.614379084968,13400.0,28083.333333333332
26537,2,9.0,3,13000,38.0,2445.0,1250.0,1666.6666666666667,8150.0
26538,2,9.0,2,13000,56.0,4400.0,332.7586206896552,3216.6666666666665,13933.333333333334
26539,1,9.0,3,55000,106.0,16290.0,1276.0,6380.0,54300.0
26540,1,9.0,4,302000,0.0,0.0,2778.213507625272,118866.66666666666,0.0
26541,2,3.0,3,28000,101.0,6987.5,3650.0,8760.0,27950.0
26542,2,9.0,3,19000,69.0,6645.0,2650.0,5300.0,22150.0
26543,1,9.0,4,21000,128.0,4691.304347826087,1160.0,2320.0,17983.333333333332
26544,2,9.0,4,30000,0.0,0.0,3500.0,7000.0,0.0
26545,1,9.0,4,43000,121.0,23941.66666666667,427.5,2850.0,95766.66666666667
26546,2,3.0,3,32000,62.0,5513.333333333332,953.8461538461537,4453.333333333333,20675.0
26547,2,3.0,4,73000,0.0,0.0,2290.909090909091,16800.0,0.0
26548,1,3.0,4,73000,45.0,11710.526315789473,1097.0588235294117,6216.666666666667,37083.333333333336
26549,1,9.0,4,45000,19.0,14266.666666666664,3000.0,3000.0,28533.333333333332
26550,2,9.0,3,29000,55.0,7356.25,1940.0,1940.0,19616.666666666668
26551,2,3.0,4,10000,32.0,1178.5714285714287,7000.0,7000.0,3300.0
26552,2,9.0,5,65000,0.0,0.0,0.0,0.0,0.0
26553,2,9.0,3,30000,0.0,0.0,988.8888888888887,3560.0,0.0
26554,1,4.0,4,72000,67.0,164390.9090909091,5338.5964912280715,177666.66666666666,602766.6666666666
26555,2,3.0,3,16000,0.0,0.0,1000.0,3000.0,0.0
26556,1,3.0,4,23000,18.0,10475.0,442.64705882352933,6020.0,13966.666666666666
26557,2,5.0,6,258000,0.0,0.0,650.0,650.0,0.0
26558,2,9.0,6,58000,136.0,11791.666666666664,11522.857142857143,66500.0,47166.666666666664
26559,1,9.0,3,23000,56.0,5710.526315789472,628.5714285714286,6600.0,18083.333333333332
26560,2,3.0,3,24000,206.0,11740.0,229.6296296296296,4133.333333333333,48916.666666666664
26561,1,9.0,3,24000,39.0,9937.5,723.0434782608694,4953.333333333334,26500.0
26562,1,4.0,3,20000,109.0,92275.0,0.0,0.0,369100.0
26563,1,9.0,3,28000,0.0,0.0,3300.0,15400.0,0.0
26564,2,3.0,4,13000,0.0,0.0,0.0,0.0,0.0
26565,2,3.0,4,71000,93.0,30039.130434782608,1347.5,8983.333333333334,115150.0
26566,2,9.0,4,26000,6.0,1740.0,2340.0,6800.0,2900.0
26567,2,9.0,3,56000,104.0,23204.0,1779.8076923076926,30850.0,96683.33333333333
26568,2,3.0,3,25000,121.0,12070.833333333336,3783.333333333334,16900.0,48283.333333333336
26569,2,9.0,4,18000,43.0,6627.777777777777,1500.0,12000.0,19883.333333333332
26570,2,3.0,5,30000,0.0,0.0,4333.333333333333,11166.666666666666,0.0
26571,2,9.0,5,47000,131.0,42143.47826086957,461.11111111111114,2766.6666666666665,161550.0
26572,1,9.0,4,58000,6.0,4875.0,1456.25,3883.3333333333335,6500.0
26573,2,3.0,3,18000,0.0,0.0,0.0,0.0,0.0
26574,2,3.0,4,40000,105.0,14504.347826086956,1112.5,2966.6666666666665,55600.0
26575,2,9.0,4,43000,51.0,44600.0,0.0,0.0,163533.33333333334
26576,1,4.0,4,97000,3.0,1933.333333333333,2542.222222222222,19066.666666666668,5800.0
26577,2,2.0,4,33000,48.0,9177.777777777776,829.2207792207791,9533.333333333332,27533.333333333332
26578,1,3.0,3,36000,66.0,17516.666666666668,856.25,5935.0,52550.0
26579,2,3.0,4,44000,62.0,8076.190476190476,1614.8148148148148,7266.666666666667,28266.666666666668
26580,2,3.0,3,18000,78.0,10628.57142857143,1245.4545454545455,4566.666666666667,37200.0
26581,2,4.0,3,30000,264.0,60764.0,0.0,0.0,253183.33333333334
26582,1,9.0,4,34000,31.0,13441.666666666664,5166.666666666667,12400.0,32260.0
26583,1,3.0,3,91000,0.0,0.0,0.0,0.0,0.0
26584,2,9.0,3,35000,0.0,0.0,2822.6190476190477,7420.0,0.0
26585,2,9.0,5,13000,22.0,9820.0,3166.666666666666,9500.0,24550.0
26586,2,7.0,4,53000,123.0,103260.8695652174,0.0,0.0,395833.3333333333
26587,2,9.0,4,40000,78.0,9609.09090909091,0.0,0.0,35233.333333333336
26588,2,9.0,3,24000,88.0,6862.5,1400.0,1400.0,27450.0
26589,1,3.0,4,14000,8.0,828.5714285714287,11000.0,11000.0,1160.0
26590,2,3.0,4,29000,94.0,14621.052631578948,1289.2857142857142,12033.333333333334,46300.0
26591,1,9.0,4,77000,0.0,0.0,4416.666666666667,26500.0,0.0
26592,1,9.0,3,16000,43.0,13440.0,1257.8947368421052,3983.3333333333335,33600.0
26593,1,3.0,3,29000,41.0,4670.0,0.0,0.0,15566.666666666666
26594,1,9.0,3,18000,46.0,7080.0,875.0,4133.333333333333,23600.0
26595,1,4.0,5,142000,2.0,51000.0,6381.818181818182,70200.0,51000.0
26596,1,9.0,5,47000,0.0,0.0,0.0,0.0,0.0
26597,1,9.0,3,16000,0.0,0.0,3000.0,3000.0,0.0
26598,1,3.0,5,31000,19.0,3030.769230769231,1687.5,9000.0,6566.666666666667
26599,2,3.0,3,52000,0.0,0.0,0.0,0.0,0.0
26600,2,3.0,5,11000,0.0,0.0,6000.0,6000.0,0.0
26601,2,3.0,2,17000,0.0,0.0,0.0,0.0,0.0
26602,1,4.0,4,56000,8.0,5540.0,796.6666666666665,3983.3333333333335,6925.0
26603,1,3.0,6,100000,0.0,0.0,3838.095238095238,35900.0,0.0
26604,2,3.0,3,22000,25.0,11857.142857142857,3454.5454545454545,19000.0,27666.666666666668
26605,1,3.0,4,20000,35.0,27635.29411764706,1500.0,2625.0,78300.0
26606,1,4.0,3,24000,475.0,188452.0,450.8928571428572,8416.666666666666,785216.6666666666
26607,2,3.0,5,78000,0.0,0.0,0.0,0.0,0.0
26608,1,9.0,5,33000,117.0,46683.33333333334,0.0,0.0,186733.33333333334
26609,2,3.0,5,23000,75.0,9433.333333333334,0.0,0.0,39620.0
26610,2,9.0,3,11000,34.0,3025.0,8000.0,8000.0,6050.0
26611,2,9.0,3,25000,50.0,6575.0,768.421052631579,9733.333333333334,21916.666666666668
26612,2,3.0,3,11000,64.0,1040.0,7000.0,7000.0,4160.0
26613,2,3.0,4,11000,0.0,0.0,8000.0,8000.0,0.0
26614,2,9.0,4,32000,61.0,6091.304347826086,439.28571428571433,6150.0,23350.0
26615,2,3.0,3,41000,108.0,7825.0,1015.2542372881356,9983.333333333334,31300.0
26616,2,9.0,4,39000,0.0,0.0,8400.0,11200.0,0.0
26617,1,1.0,3,54000,39.0,8564.70588235294,17500.0,17500.0,24266.666666666668
26618,1,9.0,4,42000,2.0,150.0,2000.0,4000.0,150.0
26619,2,4.0,6,128000,0.0,0.0,4902.083333333333,24846.666666666668,0.0
26620,2,7.0,3,49000,0.0,0.0,276.9230769230769,600.0,0.0
26621,1,9.0,4,42000,23.0,6000.0,573.3333333333334,2900.0,15000.0
26622,1,3.0,3,54000,0.0,0.0,0.0,0.0,0.0
26623,1,9.0,4,24000,56.0,7778.571428571428,1254.1666666666667,5180.0,18150.0
26624,1,9.0,3,39000,36.0,7364.7058823529405,0.0,0.0,20866.666666666668
26625,1,9.0,5,25000,32.0,5142.857142857143,0.0,0.0,12000.0
26626,2,9.0,3,44000,106.0,4616.666666666667,620.0,620.0,18466.666666666668
26627,1,9.0,3,26000,26.0,13350.0,161.36363636363637,2840.0,31150.0
26628,2,9.0,3,12000,38.0,3505.555555555556,2200.0,2200.0,10516.666666666666
26629,2,9.0,3,22000,34.0,9380.0,0.0,0.0,31266.666666666668
26630,2,9.0,3,23000,44.0,3958.8235294117653,0.0,0.0,11216.666666666666
26631,1,3.0,4,22000,60.0,10741.176470588236,962.8070175438595,8120.0,30433.333333333332
26632,1,2.0,5,126000,44.0,106566.66666666669,2686.170212765957,42083.333333333336,319700.0
26633,2,3.0,4,17000,0.0,0.0,0.0,0.0,0.0
26634,2,4.0,4,127000,79.0,61775.0,6645.454545454545,24366.666666666668,247100.0
26635,2,3.0,3,30000,2.0,5850.0,0.0,0.0,11700.0
26636,2,4.0,5,500000,5.0,6325.0,83077.77777777777,373850.0,8433.333333333334
26637,1,9.0,4,55000,68.0,18471.428571428565,11312.5,61500.0,64650.0
26638,2,3.0,4,36000,57.0,21805.0,2012.5,5366.666666666667,72683.33333333333
26639,1,9.0,5,24000,0.0,0.0,1550.0,3875.0,0.0
26640,2,3.0,4,88000,93.0,34844.0,7671.428571428572,13425.0,145183.33333333334
26641,2,3.0,3,42000,60.0,22887.5,1451.6129032258066,7500.0,61033.333333333336
26642,1,9.0,5,51000,20.0,10811.111111111111,4757.142857142857,11100.0,24325.0
26643,2,1.0,4,105000,191.0,42075.0,0.0,0.0,140250.0
26644,1,3.0,5,111000,41.0,49585.714285714275,9725.0,38900.0,115700.0
26645,2,3.0,4,52000,33.0,25892.30769230769,0.0,0.0,67320.0
26646,2,9.0,3,22000,72.0,6100.0,556.25,2966.6666666666665,21350.0
26647,2,3.0,3,135000,0.0,0.0,1020.0,1700.0,0.0
26648,2,9.0,4,28000,64.0,15405.555555555557,2687.5,5375.0,46216.666666666664
26649,2,3.0,3,29000,0.0,0.0,404.8387096774193,4183.333333333333,0.0
26650,2,4.0,5,150000,0.0,0.0,2691.6666666666665,8075.0,0.0
26651,1,3.0,5,121000,112.0,52844.0,6374.0079365079355,52990.0,220183.33333333334
26652,1,3.0,4,108000,67.0,25313.636363636364,0.0,0.0,92816.66666666667
